1675990170,453727.0,0.0,0.0,0.0,47841.0,36627.0,5844.0,19724507.0
1675990175,457082.0,0.0,0.0,0.0,51363.0,38896.0,6315.0,8377790.0
1675990180,454459.0,0.0,0.0,0.0,50364.0,37832.0,6264.0,7771846.0
1675990185,395429.0,0.0,0.0,0.0,42526.0,34168.0,5275.0,7571710.0
1675990190,390092.0,0.0,0.0,0.0,38698.0,33394.0,4824.0,4730456.0
1675990195,497760.0,0.0,0.0,0.0,51449.0,34364.0,6429.0,7844342.0
1675990200,489231.0,0.0,0.0,0.0,53754.0,38145.0,6562.0,7691133.0
1675990205,522895.0,0.0,0.0,0.0,52595.0,36940.0,6356.0,9675104.0
1675990210,706578.0,0.0,0.0,0.0,60752.0,46491.0,7494.0,8208183.0
1675990215,709450.0,0.0,0.0,0.0,50522.0,45976.0,6431.0,13574886.0
1675990220,711490.0,0.0,0.0,0.0,56034.0,41942.0,7021.0,7072497.0
1675990225,655767.0,0.0,0.0,0.0,48128.0,40364.0,6143.0,8513469.0
1675990230,582633.0,0.0,0.0,0.0,43031.0,40941.0,5545.0,7342492.0
1675990235,512542.0,0.0,0.0,0.0,44335.0,40377.0,5647.0,6836346.0
1675990240,501186.0,0.0,0.0,0.0,51577.0,34024.0,6319.0,6943056.0
1675990245,441375.0,0.0,0.0,0.0,46761.0,33778.0,5778.0,8938426.0
1675990250,483855.0,0.0,0.0,0.0,50195.0,33717.0,6231.0,7266894.0
1675990255,398437.0,0.0,0.0,0.0,42201.0,30886.0,5347.0,7694657.0
1675990260,459378.0,0.0,0.0,0.0,51447.0,38580.0,6290.0,5826254.0
1675990265,580409.0,0.0,0.0,0.0,61522.0,37134.0,7439.0,8989301.0
1675990270,526675.0,0.0,0.0,0.0,59709.0,38183.0,7160.0,7822215.0
1675990275,713415.0,0.0,0.0,0.0,68573.0,42240.0,8043.0,14144947.0
1675990280,631496.0,0.0,0.0,0.0,66040.0,35329.0,7841.0,8987885.0
1675990285,458236.0,0.0,0.0,0.0,48690.0,36361.0,5939.0,7634399.0
1675990290,468440.0,0.0,0.0,0.0,54988.0,53534.0,6686.0,14042328.0
1675990295,559187.0,0.0,0.0,0.0,58398.0,36180.0,7002.0,10129284.0
1675990300,461403.0,0.0,0.0,0.0,51028.0,34970.0,6195.0,14473619.0
1675990305,430330.0,0.0,0.0,0.0,48067.0,30924.0,5921.0,9076533.0
1675990310,518273.0,0.0,0.0,0.0,52977.0,35820.0,6399.0,9783955.0
1675990315,419961.0,0.0,0.0,0.0,44320.0,35101.0,5555.0,7118085.0
1675990320,474028.0,0.0,0.0,0.0,47967.0,35425.0,5870.0,7710846.0
1675990325,495580.0,0.0,0.0,0.0,56653.0,33445.0,6789.0,9227270.0
1675990330,496037.0,0.0,0.0,0.0,52718.0,36423.0,6421.0,9176492.0
1675990335,482037.0,0.0,0.0,0.0,53704.0,33723.0,6450.0,12611953.0
1675990340,541038.0,0.0,0.0,0.0,52036.0,32538.0,6329.0,10214667.0
1675990345,563147.0,0.0,0.0,0.0,59823.0,32060.0,7124.0,8468440.0
1675990350,491058.0,0.0,0.0,0.0,53087.0,35598.0,6515.0,10592936.0
1675990355,438234.0,0.0,0.0,0.0,46732.0,36733.0,5701.0,6490106.0
1675990360,432303.0,0.0,0.0,0.0,47081.0,33164.0,5785.0,9256490.0
1675990365,453317.0,0.0,0.0,0.0,50576.0,30288.0,6234.0,6643758.0
1675990370,475173.0,0.0,0.0,0.0,45566.0,35001.0,5688.0,8038576.0
1675990375,461057.0,0.0,0.0,0.0,47368.0,34762.0,5910.0,7266923.0
1675990380,386137.0,0.0,0.0,0.0,41017.0,40663.0,5199.0,7510991.0
1675990385,615913.0,0.0,0.0,0.0,63117.0,33196.0,7641.0,9293047.0
1675990390,590845.0,0.0,0.0,0.0,62395.0,38426.0,7550.0,7322628.0
1675990395,669431.0,0.0,0.0,0.0,66773.0,38366.0,7812.0,14753714.0
1675990400,617619.0,0.0,0.0,0.0,59960.0,34748.0,7244.0,6893099.0
1675990405,572394.0,0.0,0.0,0.0,56962.0,38761.0,6870.0,8409786.0
1675990410,551139.0,0.0,0.0,0.0,54618.0,37567.0,6604.0,6659157.0
1675990415,477175.0,0.0,0.0,0.0,46782.0,37418.0,5791.0,7438740.0
1675990420,507244.0,0.0,0.0,0.0,49137.0,37458.0,6099.0,8747923.0
1675990425,495558.0,0.0,0.0,0.0,50251.0,33706.0,6290.0,5547990.0
1675990430,400637.0,0.0,0.0,0.0,43301.0,36329.0,5417.0,7905386.0
1675990435,426559.0,1.0,0.0,0.0,43085.0,35019.0,5385.0,5586358.0
1675990440,493067.0,0.0,0.0,0.0,50128.0,41038.0,6201.0,8845909.0
1675990445,500597.0,0.0,0.0,0.0,52457.0,37289.0,6483.0,8857409.0
1675990450,502534.0,0.0,0.0,0.0,53248.0,38970.0,6525.0,8724811.0
1675990455,516564.0,0.0,0.0,0.0,52639.0,40293.0,6415.0,12404343.0
1675990460,484111.0,0.0,0.0,0.0,51194.0,39235.0,6339.0,7006713.0
1675990465,516931.0,0.0,0.0,0.0,51240.0,37563.0,6303.0,8956764.0
1675990470,513519.0,0.0,0.0,0.0,49859.0,40842.0,6233.0,11048882.0
1675990475,498730.0,0.0,0.0,0.0,46932.0,38483.0,5816.0,7263933.0
1675990480,430273.0,0.0,0.0,0.0,43924.0,39840.0,5455.0,10357033.0
1675990485,481052.0,0.0,0.0,0.0,49474.0,36675.0,6120.0,16266153.0
1675990490,500352.0,0.0,0.0,0.0,52871.0,34779.0,6585.0,12378790.0
1675990495,437898.0,0.0,0.0,0.0,46277.0,36162.0,5829.0,6457529.0
1675990500,510383.0,0.0,0.0,0.0,51734.0,43530.0,6312.0,8973388.0
1675990505,672249.0,0.0,0.0,0.0,64238.0,43676.0,7680.0,9275099.0
1675990510,844474.0,0.0,0.0,0.0,71876.0,51025.0,8592.0,9455688.0
1675990515,920053.0,0.0,0.0,0.0,69269.0,47992.0,8297.0,11367039.0
1675990520,807183.0,0.0,0.0,0.0,61550.0,48556.0,7609.0,8133038.0
1675990525,751137.0,0.0,0.0,0.0,57274.0,45439.0,7124.0,6752643.0
1675990530,653181.0,0.0,0.0,0.0,49728.0,45859.0,6331.0,7337100.0
1675990535,637484.0,0.0,0.0,0.0,53613.0,42895.0,6658.0,6256141.0
1675990540,520663.0,0.0,0.0,0.0,51315.0,37490.0,6155.0,7176435.0
1675990545,471343.0,0.0,0.0,0.0,48068.0,39241.0,5967.0,7147183.0
1675990550,450843.0,0.0,0.0,0.0,47151.0,35971.0,5761.0,7605247.0
1675990555,462391.0,0.0,0.0,0.0,49563.0,37330.0,6195.0,7122203.0
1675990560,480921.0,0.0,0.0,0.0,49753.0,39342.0,6093.0,7500621.0
1675990565,429256.0,0.0,0.0,0.0,46637.0,37198.0,5722.0,8560228.0
1675990570,547175.0,0.0,0.0,0.0,58910.0,37066.0,7125.0,10829766.0
1675990575,476489.0,0.0,0.0,0.0,53581.0,37920.0,6461.0,12809701.0
1675990580,536175.0,0.0,0.0,0.0,53467.0,40996.0,6518.0,8350117.0
1675990585,511925.0,0.0,0.0,0.0,53149.0,41801.0,6532.0,7638723.0
1675990590,426836.0,0.0,0.0,0.0,47905.0,34412.0,5919.0,7704776.0
1675990595,462469.0,0.0,0.0,0.0,49335.0,34315.0,6078.0,7306412.0
1675990600,395895.0,0.0,0.0,0.0,45542.0,35245.0,5526.0,7456003.0
1675990605,450377.0,0.0,0.0,0.0,48413.0,37136.0,6105.0,8808289.0
1675990610,439526.0,0.0,0.0,0.0,44843.0,37921.0,5522.0,5824034.0
1675990615,463047.0,0.0,0.0,0.0,46783.0,35671.0,5956.0,8582273.0
1675990620,533172.0,0.0,0.0,0.0,52477.0,38065.0,6437.0,8739057.0
1675990625,499905.0,0.0,0.0,0.0,50274.0,34444.0,6123.0,8285646.0
1675990630,697696.0,0.0,0.0,0.0,71141.0,42962.0,8519.0,9524534.0
1675990635,664366.0,0.0,0.0,0.0,72150.0,43681.0,8465.0,12651381.0
1675990640,616781.0,0.0,0.0,0.0,58380.0,42986.0,6950.0,9218037.0
1675990645,532102.0,0.0,0.0,0.0,57558.0,39217.0,6937.0,7058786.0
1675990650,492204.0,0.0,0.0,0.0,51246.0,43306.0,6275.0,8829257.0
1675990655,457525.0,0.0,0.0,0.0,47355.0,39213.0,5782.0,8940009.0
1675990660,458163.0,0.0,0.0,0.0,47012.0,39259.0,5861.0,7157415.0
1675990665,433963.0,0.0,0.0,0.0,48500.0,41062.0,5968.0,9390794.0
1675990670,519718.0,0.0,0.0,0.0,51407.0,41923.0,6401.0,6131629.0
1675990675,492790.0,0.0,0.0,0.0,49556.0,41395.0,6038.0,15154454.0
1675990680,393761.0,0.0,0.0,0.0,42236.0,39483.0,5249.0,17486463.0
1675990685,502832.0,0.0,0.0,0.0,53259.0,41203.0,6454.0,10527933.0
1675990690,578020.0,0.0,0.0,0.0,57596.0,39271.0,7056.0,8007436.0
1675990695,489170.0,0.0,0.0,0.0,52179.0,44473.0,6309.0,13704501.0
1675990700,450623.0,0.0,0.0,0.0,46426.0,40553.0,5710.0,6853296.0
1675990705,584472.0,0.0,0.0,0.0,52060.0,40761.0,6412.0,8934302.0
1675990710,404884.0,1.0,0.0,0.0,37454.0,40779.0,4735.0,5494511.0
1675990715,492098.0,1.0,0.0,0.0,50603.0,40025.0,6285.0,9799647.0
1675990720,460505.0,0.0,0.0,0.0,49321.0,37073.0,6135.0,5492860.0
1675990725,537659.0,0.0,0.0,0.0,52807.0,37214.0,6418.0,10067711.0
1675990730,406291.0,0.0,0.0,0.0,41630.0,41846.0,5155.0,6245427.0
1675990735,490531.0,0.0,0.0,0.0,46927.0,35667.0,5804.0,6919299.0
1675990740,452854.0,0.0,0.0,0.0,44464.0,40217.0,5594.0,8546044.0
1675990745,513618.0,0.0,0.0,0.0,53633.0,37302.0,6326.0,6361836.0
1675990750,655368.0,0.0,0.0,0.0,68074.0,38655.0,8143.0,9491202.0
1675990755,670126.0,0.0,0.0,0.0,67259.0,39928.0,7937.0,11187126.0
1675990760,546648.0,0.0,0.0,0.0,55423.0,34543.0,6586.0,5920930.0
1675990765,556134.0,0.0,0.0,0.0,59212.0,38462.0,7198.0,8465789.0
1675990770,550600.0,0.0,0.0,0.0,53448.0,41199.0,6445.0,6837636.0
1675990775,514861.0,0.0,0.0,0.0,54037.0,42555.0,6683.0,9090873.0
1675990780,351011.0,0.0,0.0,0.0,39605.0,35194.0,4937.0,7219706.0
1675990785,505391.0,0.0,0.0,0.0,55052.0,36971.0,6717.0,6805680.0
1675990790,461437.0,0.0,0.0,0.0,47251.0,37635.0,5771.0,7292020.0
1675990795,477920.0,0.0,0.0,0.0,48981.0,35510.0,6098.0,5758922.0
1675990800,563392.0,1.0,0.0,0.0,56426.0,47979.0,6722.0,10323144.0
1675990805,653168.0,0.0,0.0,0.0,59797.0,49639.0,7132.0,8089844.0
1675990810,734016.0,1.0,0.0,0.0,56224.0,53002.0,6846.0,10078245.0
1675990815,940118.0,0.0,0.0,0.0,62676.0,58881.0,8008.0,14069313.0
1675990820,808456.0,0.0,0.0,0.0,54398.0,54352.0,6983.0,7738509.0
1675990825,822796.0,0.0,0.0,0.0,57338.0,47570.0,7389.0,8900174.0
1675990830,725608.0,0.0,0.0,0.0,52117.0,49851.0,6753.0,7007171.0
1675990835,801034.0,0.0,0.0,0.0,53492.0,53210.0,6763.0,10077911.0
1675990840,656622.0,0.0,0.0,0.0,59575.0,53252.0,7320.0,7829739.0
1675990845,569639.0,0.0,0.0,0.0,55180.0,50267.0,6760.0,8522610.0
1675990850,556731.0,0.0,0.0,0.0,52113.0,48880.0,6510.0,10572255.0
1675990855,582203.0,0.0,0.0,0.0,56344.0,45694.0,6968.0,7801063.0
1675990860,583697.0,0.0,0.0,0.0,55953.0,52310.0,6974.0,8847503.0
1675990865,761161.0,0.0,0.0,0.0,72701.0,52539.0,8745.0,9889929.0
1675990870,739410.0,0.0,0.0,0.0,69799.0,50443.0,8464.0,15297470.0
1675990875,887546.0,0.0,0.0,0.0,80314.0,49268.0,9560.0,21892020.0
1675990880,771725.0,0.0,0.0,0.0,68952.0,48390.0,8243.0,13376625.0
1675990885,656290.0,0.0,0.0,0.0,62255.0,49140.0,7436.0,8688889.0
1675990890,647807.0,0.0,0.0,0.0,59974.0,52231.0,7288.0,8197762.0
1675990895,617402.0,0.0,0.0,0.0,60006.0,50030.0,7266.0,8854591.0
1675990900,567542.0,0.0,0.0,0.0,57921.0,44293.0,6977.0,7199401.0
1675990905,540349.0,0.0,0.0,0.0,53882.0,44087.0,6575.0,9341007.0
1675990910,552051.0,0.0,0.0,0.0,55353.0,42898.0,6820.0,8452683.0
1675990915,558384.0,0.0,0.0,0.0,51337.0,51010.0,6423.0,10304232.0
1675990920,620208.0,0.0,0.0,0.0,61025.0,53779.0,7694.0,7835512.0
1675990925,564404.0,0.0,0.0,0.0,52711.0,48075.0,6429.0,10912461.0
1675990930,611853.0,0.0,0.0,0.0,59783.0,49405.0,7340.0,8506862.0
1675990935,628487.0,0.0,0.0,0.0,59078.0,48319.0,7217.0,14295764.0
1675990940,559735.0,0.0,0.0,0.0,51941.0,46932.0,6383.0,8325849.0
1675990945,541797.0,0.0,0.0,0.0,50415.0,47681.0,6331.0,7533165.0
1675990950,652838.0,0.0,0.0,0.0,57821.0,47432.0,7009.0,9126810.0
1675990955,563278.0,0.0,0.0,0.0,54128.0,45551.0,6648.0,6386723.0
1675990960,575936.0,0.0,0.0,0.0,54957.0,53424.0,6716.0,7873287.0
1675990965,589064.0,0.0,0.0,0.0,54314.0,47170.0,6652.0,8043362.0
1675990970,512452.0,0.0,0.0,0.0,50852.0,49138.0,6195.0,8187118.0
1675990975,628349.0,5.0,0.0,0.0,59907.0,52131.0,7299.0,7245212.0
1675990980,543478.0,0.0,0.0,0.0,51867.0,52621.0,6436.0,9328888.0
1675990985,668899.0,0.0,0.0,0.0,65658.0,49720.0,7996.0,8617983.0
1675990990,769744.0,0.0,0.0,0.0,73419.0,49335.0,8791.0,8132855.0
1675990995,903284.0,0.0,0.0,0.0,73618.0,45372.0,8573.0,151598068.0
1675991000,723023.0,0.0,0.0,0.0,63606.0,48993.0,7460.0,8309490.0
1675991005,671595.0,0.0,0.0,0.0,61550.0,48893.0,7507.0,7010244.0
1675991010,556769.0,0.0,0.0,0.0,54561.0,45964.0,6651.0,8081424.0
1675991015,585478.0,0.0,0.0,0.0,55542.0,47649.0,6730.0,9499921.0
1675991020,520052.0,0.0,0.0,0.0,49318.0,43162.0,6009.0,6974558.0
1675991025,550120.0,0.0,0.0,0.0,54283.0,42653.0,6567.0,9347795.0
1675991030,519526.0,0.0,0.0,0.0,50965.0,42804.0,6249.0,6450938.0
1675991035,565216.0,0.0,0.0,0.0,49635.0,42634.0,6151.0,8607723.0
1675991040,588625.0,0.0,0.0,0.0,53732.0,45381.0,6477.0,6602073.0
1675991045,584535.0,0.0,0.0,0.0,53445.0,46149.0,6475.0,10005984.0
1675991050,690272.0,0.0,0.0,0.0,61146.0,53574.0,7504.0,9462674.0
1675991055,648029.0,0.0,0.0,0.0,58068.0,53056.0,7006.0,13867577.0
1675991060,556584.0,0.0,0.0,0.0,50752.0,52253.0,6093.0,12904214.0
1675991065,661213.0,0.0,0.0,0.0,56322.0,52362.0,6842.0,9807659.0
1675991070,639364.0,0.0,0.0,0.0,57228.0,49208.0,6866.0,9728253.0
1675991075,567274.0,0.0,0.0,0.0,53900.0,49092.0,6614.0,6684714.0
1675991080,527586.0,0.0,0.0,0.0,52183.0,46017.0,6401.0,7525948.0
1675991085,555565.0,0.0,0.0,0.0,55773.0,42732.0,6717.0,11730260.0
1675991090,537546.0,0.0,0.0,0.0,53149.0,42209.0,6502.0,13446094.0
1675991095,550259.0,0.0,0.0,0.0,51420.0,43830.0,6318.0,15549320.0
1675991100,566108.0,0.0,0.0,0.0,52573.0,48233.0,6304.0,8482710.0
1675991105,678461.0,0.0,0.0,0.0,63092.0,48347.0,7575.0,9102752.0
1675991110,936966.0,0.0,0.0,0.0,75885.0,55394.0,8977.0,10289615.0
1675991115,1005881.0,0.0,0.0,0.0,77640.0,56903.0,9376.0,12282395.0
1675991120,890621.0,0.0,0.0,0.0,67373.0,56180.0,8211.0,9532031.0
1675991125,786427.0,0.0,0.0,0.0,59995.0,51934.0,7348.0,6509172.0
1675991130,781094.0,0.0,0.0,0.0,59372.0,44804.0,7323.0,7113538.0
1675991135,678465.0,0.0,0.0,0.0,51822.0,46813.0,6355.0,8386788.0
1675991140,572679.0,0.0,0.0,0.0,58324.0,39706.0,6985.0,6740767.0
1675991145,477281.0,0.0,0.0,0.0,52021.0,38124.0,6338.0,8125511.0
1675991150,564681.0,0.0,0.0,0.0,58675.0,38141.0,7100.0,7570185.0
1675991155,536143.0,0.0,0.0,0.0,53521.0,39762.0,6577.0,8009306.0
1675991160,499991.0,0.0,0.0,0.0,55534.0,39556.0,6655.0,7691399.0
1675991165,567984.0,0.0,0.0,0.0,58727.0,39192.0,7046.0,9524273.0
1675991170,509851.0,0.0,0.0,0.0,55876.0,46757.0,6672.0,9049109.0
1675991175,541424.0,0.0,0.0,0.0,59506.0,45469.0,7035.0,12208633.0
1675991180,512905.0,1.0,0.0,0.0,52999.0,42310.0,6429.0,9567659.0
1675991185,520764.0,0.0,0.0,0.0,55738.0,44295.0,6878.0,6762779.0
1675991190,488131.0,0.0,0.0,0.0,50488.0,35829.0,6294.0,9059501.0
1675991195,565428.0,0.0,0.0,0.0,59610.0,39924.0,7158.0,7354841.0
1675991200,494104.0,0.0,0.0,0.0,53378.0,38990.0,6565.0,8214773.0
1675991205,478047.0,0.0,0.0,0.0,50623.0,38061.0,6312.0,6974423.0
1675991210,546470.0,0.0,0.0,0.0,49810.0,40465.0,6023.0,142726499.0
1675991215,479174.0,0.0,0.0,0.0,52065.0,39175.0,6456.0,8468130.0
1675991220,520444.0,0.0,0.0,0.0,55801.0,43769.0,6784.0,7339673.0
1675991225,591601.0,0.0,0.0,0.0,66954.0,35748.0,7920.0,10014778.0
1675991230,688043.0,0.0,0.0,0.0,74679.0,40542.0,8841.0,7867154.0
1675991235,739798.0,0.0,0.0,0.0,77570.0,40755.0,9085.0,13359342.0
1675991240,523848.0,0.0,0.0,0.0,61002.0,38755.0,7238.0,6754474.0
1675991245,546385.0,0.0,0.0,0.0,59173.0,41974.0,7113.0,9182765.0
1675991250,480899.0,0.0,0.0,0.0,53113.0,45671.0,6286.0,7138381.0
1675991255,492321.0,0.0,0.0,0.0,50393.0,42208.0,6252.0,6707697.0
1675991260,547954.0,0.0,0.0,0.0,57052.0,42472.0,7014.0,8015856.0
1675991265,513334.0,0.0,0.0,0.0,55069.0,43071.0,6784.0,7151074.0
1675991270,526303.0,0.0,0.0,0.0,53710.0,43069.0,6605.0,6780672.0
1675991275,497601.0,0.0,0.0,0.0,51912.0,47376.0,6420.0,8400449.0
1675991280,484380.0,0.0,0.0,0.0,53919.0,49502.0,6503.0,6650452.0
1675991285,542050.0,0.0,0.0,0.0,55928.0,42187.0,6810.0,10216242.0
1675991290,551037.0,0.0,0.0,0.0,57046.0,44008.0,6906.0,7781711.0
1675991295,526971.0,0.0,0.0,0.0,55275.0,44019.0,6665.0,13951347.0
1675991300,500873.0,0.0,0.0,0.0,53430.0,45693.0,6540.0,10282908.0
1675991305,573964.0,0.0,0.0,0.0,59637.0,47363.0,7289.0,11167185.0
1675991310,478925.0,0.0,0.0,0.0,51824.0,41381.0,6369.0,13785541.0
1675991315,487577.0,0.0,0.0,0.0,51136.0,43498.0,6250.0,12042599.0
1675991320,485432.0,0.0,0.0,0.0,50750.0,42869.0,6181.0,5790698.0
1675991325,499022.0,1.0,0.0,0.0,52932.0,42422.0,6513.0,8685794.0
1675991330,490769.0,1.0,0.0,0.0,52888.0,39540.0,6492.0,6341627.0
1675991335,496946.0,0.0,0.0,0.0,50168.0,41421.0,6114.0,5612637.0
1675991340,490590.0,0.0,0.0,0.0,52218.0,41164.0,6385.0,8568851.0
1675991345,533754.0,0.0,0.0,0.0,59397.0,38662.0,7111.0,8707794.0
1675991350,549918.0,0.0,0.0,0.0,60643.0,44120.0,7238.0,9266923.0
1675991355,740157.0,0.0,0.0,0.0,78124.0,42112.0,9242.0,12688445.0
1675991360,633468.0,0.0,0.0,0.0,65770.0,48379.0,7820.0,8639878.0
1675991365,579075.0,3.0,0.0,0.0,60902.0,43859.0,7350.0,8299761.0
1675991370,571235.0,0.0,0.0,0.0,61982.0,38859.0,7431.0,11035802.0
1675991375,540203.0,0.0,0.0,0.0,58375.0,37881.0,6938.0,7624575.0
1675991380,443934.0,0.0,0.0,0.0,49294.0,36100.0,5949.0,7280118.0
1675991385,436371.0,0.0,0.0,0.0,45258.0,33878.0,5597.0,8171457.0
1675991390,549408.0,0.0,0.0,0.0,59935.0,35202.0,7141.0,4979165.0
1675991395,439626.0,0.0,0.0,0.0,46272.0,33121.0,5670.0,7369141.0
1675991400,496626.0,0.0,0.0,0.0,52037.0,35545.0,6369.0,6625499.0
1675991405,602249.0,0.0,0.0,0.0,57367.0,39200.0,6916.0,10255388.0
1675991410,767025.0,0.0,0.0,0.0,62832.0,44759.0,7669.0,7762084.0
1675991415,710595.0,0.0,0.0,0.0,50525.0,51605.0,6258.0,12895243.0
1675991420,678341.0,0.0,0.0,0.0,52208.0,48959.0,6509.0,6322122.0
1675991425,738433.0,0.0,0.0,0.0,57290.0,54877.0,7260.0,8132005.0
1675991430,779294.0,0.0,0.0,0.0,54880.0,45163.0,6886.0,143619361.0
1675991435,582968.0,0.0,0.0,0.0,49356.0,39281.0,6135.0,8789003.0
1675991440,539239.0,0.0,0.0,0.0,52972.0,39215.0,6544.0,6657038.0
1675991445,519321.0,0.0,0.0,0.0,53140.0,37620.0,6489.0,9262222.0
1675991450,481578.0,0.0,0.0,0.0,50847.0,40577.0,6217.0,7858682.0
1675991455,553215.0,0.0,0.0,0.0,59261.0,40312.0,7274.0,6834910.0
1675991460,516416.0,0.0,0.0,0.0,55069.0,40463.0,6727.0,7911331.0
1675991465,575141.0,0.0,0.0,0.0,61051.0,36976.0,7369.0,8827780.0
1675991470,718880.0,0.0,0.0,0.0,74269.0,42391.0,8564.0,10381758.0
1675991475,741276.0,0.0,0.0,0.0,75901.0,40148.0,8831.0,12515557.0
1675991480,598838.0,0.0,0.0,0.0,60478.0,37762.0,7246.0,7613057.0
1675991485,526867.0,0.0,0.0,0.0,59409.0,33469.0,7176.0,7130042.0
1675991490,522787.0,0.0,0.0,0.0,57791.0,34897.0,6923.0,8837566.0
1675991495,498437.0,0.0,0.0,0.0,54460.0,33839.0,6572.0,8801001.0
1675991500,427629.0,0.0,0.0,0.0,47706.0,36706.0,5767.0,5753888.0
1675991505,462784.0,0.0,0.0,0.0,50344.0,35917.0,6201.0,7942966.0
1675991510,534829.0,0.0,0.0,0.0,54072.0,39118.0,6654.0,5480624.0
1675991515,498423.0,0.0,0.0,0.0,52900.0,36012.0,6418.0,9553962.0
1675991520,462270.0,0.0,0.0,0.0,44172.0,38716.0,5381.0,6728372.0
